user_name,nickname,signature,verified,follower_count,following_count,likes_count,video_count,last_active,only_mentions,only_duos,collabs,collabs_url,hashtags,instrument,style
thatdappermusician,Myron Evans,Keys mainly🎹among other things,False,678,445,5989,57,2021-12-10,"['tiktok', 'andpacker', 'maha_yrysbekova', 'alesssos']","['rjthecomposer', 'jeremyolenski', 'profflutebae', 'amandlafr', 'dompalombimusic', 'huberjonathan', 'vadesings', 'caseybassy', 'ralphb0ne']","['tiktok', 'rjthecomposer', 'jeremyolenski', 'profflutebae', 'amandlafr', 'dompalombimusic', 'andpacker', 'huberjonathan', 'maha_yrysbekova', 'vadesings', 'alesssos', 'caseybassy', 'ralphb0ne']","{'tiktok': 'https://v16-webapp.tiktok.com/2522374e93875cb64a3d1267db9dd53b/61d118f7/video/tos/useast2a/tos-useast2a-pve-0068/3d54e53d1d194cca942f15834df4244a/?a=1988&br=2066&bt=1033&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amxydDQ6ZnJtOTMzNzczM0ApOjo7NjM8OTtmN2c7ZWQzaGcyNnNqcjQwam1gLS1kMTZzczJhYDReYC4yMjIyY2I1YWA6Yw%3D%3D&vl=&vr=', 'rjthecomposer': 'https://v16-webapp.tiktok.com/0999c73c3cc4dc7e05a30031650edb25/61d118e6/video/tos/useast2a/tos-useast2a-pve-0068/f196eed28cac4a789d39aecf522d9cb5/?a=1988&br=1846&bt=923&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3J2djY6ZmZ2NzMzNzczM0ApN2Y5Zjs6Nzs0N2UzMzo1PGdrNGphcjRfYWlgLS1kMTZzc18xMzQuYTM0Yi81X2E0My86Yw%3D%3D&vl=&vr=', 'jeremyolenski': 'https://v16-webapp.tiktok.com/f67980fc804baeae36a98857813e1210/61d118e3/video/tos/useast2a/tos-useast2a-ve-0068c003/d3693e484e1049f68041898fff2a63f2/?a=1988&br=1826&bt=913&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amk7d2g6ZnhlNzMzNzczM0ApZDk1OTNkaTxoNzw1OjU5OmdtYWMzcjQwNDJgLS1kMTZzc181MTRhXy1fYjJeMTU2MjU6Yw%3D%3D&vl=&vr=', 'profflutebae': 'https://v16-webapp.tiktok.com/7f5204781c24f9e0e93d61e624d8c0f9/61d118f3/video/tos/useast2a/tos-useast2a-ve-0068c001/84dc6c93da3a4364b42dfe4d1725c806/?a=1988&br=2176&bt=1088&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2k6bTk6ZnB3NjMzNzczM0ApZTRmZTY6aWRlN2RnNTxlNmctLjAucjQwNnNgLS1kMTZzc15fXl8uNDBfNDA2XjBjYi46Yw%3D%3D&vl=&vr=', 'amandlafr': 'https://v16-webapp.tiktok.com/68f7880a106cb0893cfd5896df734c28/61d118d8/video/tos/alisg/tos-alisg-pve-0037c001/ef8fbcf064f14b31b0b679f8a35e0f2a/?a=1988&br=2012&bt=1006&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajNmZm9oaXh5NjMzODczNEApO2Y4ZDc0OzxkN2g5Z2Y6O2dscy9xXnJyYTVgLS1kMS1zc18vYy82NmFjNTAyYGAxMGE6Yw%3D%3D&vl=&vr=', 'dompalombimusic': 'https://v16-webapp.tiktok.com/9a295a08209cd566bedca8961f5541bd/61d118e2/video/tos/useast2a/tos-useast2a-pve-0068/ccde2e9319cb45eaac3da6b91b4b8af1/?a=1988&br=1402&bt=701&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzl1aTt3dXV3NjMzODczNEApZDs3ZTdkODw3Nzw7NTc2aGdpc2NeZ2RrYDJgLS1kMS1zc2ItXl8zYjJeXjRhM15fY2I6Yw%3D%3D&vl=&vr=', 'andpacker': 'https://v16-webapp.tiktok.com/a65e292e60fe7f664fef2500c89441b5/61d118de/video/tos/alisg/tos-alisg-pve-0037c001/b016d8cf993e464b92d07cc8ba32b6f9/?a=1988&br=2344&bt=1172&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amhyeWV5ZjxnNTMzODczM0ApODU8N2g5M2RlNzVoZWg8OGdgNi42NnFxa25gLS1kMTRzczEzXjJhNF5gLS5hLzQ0MGE6Yw%3D%3D&vl=&vr=', 'huberjonathan': 'https://v16-webapp.tiktok.com/25f729da4872dcff5622299921edb44e/61d118d9/video/tos/alisg/tos-alisg-pve-0037c001/6b229c74e65648dc8c6ff9a1f0925eed/?a=1988&br=1284&bt=642&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajh3eGw7djhnNTMzODczM0ApOWdmZWloZGUzN2c3aWZlM2dsNjJmaS1rNW5gLS1kMTRzc2NiNjAzYDQxMzI1M2M1Y2A6Yw%3D%3D&vl=&vr=', 'maha_yrysbekova': 'https://v16-webapp.tiktok.com/c3c9b54be1d0bd7243de42dd2daefc34/61d118da/video/tos/alisg/tos-alisg-pve-0037c001/195c4574a8334ef8a44f1439e58ef174/?a=1988&br=1646&bt=823&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2V5NmpnNng1NTMzODczM0ApZDxmODk0NDtnNzg5Z2k5OmdeMHIwbTJoNGxgLS1kMTRzc2ExYjY1MC80Ly82MDQ1X186Yw%3D%3D&vl=&vr=', 'vadesings': 'https://v16-webapp.tiktok.com/1571f1aa8b2d7426bcdd89f12197f38b/61d118ed/video/tos/alisg/tos-alisg-pve-0037c001/61c7ae33cb5648528f5cb2bea1eb3b1d/?a=1988&br=2054&bt=1027&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajxqbXJudTp0NTMzODczM0ApODhpZjhmOzs0Nzc7OjVnO2dgXnFlY2RnM2tgLS1kMTRzc2FjMi0xX2MzXzJiXjBjNC46Yw%3D%3D&vl=&vr=', 'alesssos': 'https://v16-webapp.tiktok.com/8f7d4f5bd668042f53b5b4c456c91830/61d118d4/video/tos/alisg/tos-alisg-pve-0037c001/32d1ae2687274bffab5c99167e57e03b/?a=1988&br=4252&bt=2126&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=and2dGppd24zNTMzODczM0ApO2Y5ZDc5N2Q3Nzs1ZGQ0OGdeZ21pYWFrcmdgLS1kMTRzc2EwMl81MC1eYDIvYi4vYy06Yw%3D%3D&vl=&vr=', 'caseybassy': 'https://v16-webapp.tiktok.com/a1685c80c99061579c893de86366845e/61d1190a/video/tos/useast2a/tos-useast2a-pve-0068/7fcf86afffc8463583cf50a8cae6eb72/?a=1988&br=1194&bt=597&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115270101880612231C59506C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3RoM2VuOW9wNDMzNzczM0ApOGdpNjkzMzxkN2g4aTRlZ2dsYWJqZjVpL29gLS1kMTZzczQtX2I0Mi8yYmAxYTQ2Yi86Yw%3D%3D&vl=&vr=', 'ralphb0ne': 'https://v16-webapp.tiktok.com/21cd93e306d1535420d8a4d764e328ad/61d118e4/video/tos/useast2a/tos-useast2a-ve-0068c001/9f58fdae8b2341b08f246a292566c5b6/?a=1988&br=702&bt=351&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012115340102231290221853A589&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anN0dDZkbjVvNDMzNzczM0ApO2c4Nzg8NWQ7NzhnZGY8OWcwcG5yLWQtbG9gLS1kMTZzczQwNmAxNl4wMF5gNV8vMDQ6Yw%3D%3D&vl=&vr='}","['christmas', 'piano', 'jazz', 'ewf', 'september', 'feelgood', 'vibes', 'pop', 'effect', 'synths', 'head', 'duet', 'jazztok', 'musician', 'unresolved', 'flutetok', 'cover', 'videogamemusic', 'videogamejazz', 'nintendo', 'ds', 'ost', 'jazzfusion', 'stitch', 'thelicc', 'licctok', 'flugelhorn', 'dog', 'mariokart', 'remix', 'reharm', 'licc', 'chords']","['piano', 'chords']","['jazz', 'pop']"
profflutebae,Flutebae,"Professor of Flute Studies, TnSU 🐯🎶
Mother 🤱🏾
Flutebae®️",False,21000,84,272400,28,2021-08-18,"['silksonic', 'brassville', 'gmurray888', 'thebookishbaddie']",['danfabervocalstudio'],"['danfabervocalstudio', 'silksonic', 'brassville', 'gmurray888', 'thebookishbaddie']","{'danfabervocalstudio': 'https://v16-webapp.tiktok.com/fdd1c423718867c082dd2749858e24d5/61d11925/video/tos/useast2a/tos-useast2a-pve-0068/35d5fdbe315b4816a3695d15aad9597e/?a=1988&br=1032&bt=516&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012116050102231222100A50188B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzRtcDo6ZmY3NzMzNzczM0ApNDU7OjloNjwzNzszMztkNWcwYWcucjRvMF5gLS1kMTZzczM1YV9hMjVgYTEvNWE2YmI6Yw%3D%3D&vl=&vr=', 'silksonic': 'https://v16-webapp.tiktok.com/a362466c4f9df6cd0e52c73eef1ac179/61d11965/video/tos/useast2a/tos-useast2a-ve-0068c001/39a746787b204240bdd5baf927b013b6/?a=1988&br=1166&bt=583&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012116050102231222100A50188B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amg7NWQ6ZnJlNzMzNzczM0ApM2c8ODU0OWU2N2hlOzxlOWc1NGNycjRvaC5gLS1kMTZzczIzMDMwYGBeX18tNGBeMV46Yw%3D%3D&vl=&vr=', 'brassville': 'https://v16-webapp.tiktok.com/a362466c4f9df6cd0e52c73eef1ac179/61d11965/video/tos/useast2a/tos-useast2a-ve-0068c001/39a746787b204240bdd5baf927b013b6/?a=1988&br=1166&bt=583&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012116050102231222100A50188B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amg7NWQ6ZnJlNzMzNzczM0ApM2c8ODU0OWU2N2hlOzxlOWc1NGNycjRvaC5gLS1kMTZzczIzMDMwYGBeX18tNGBeMV46Yw%3D%3D&vl=&vr=', 'gmurray888': 'https://v16-webapp.tiktok.com/1d5565d9256f21a771ee61afa8e8b1e4/61d1191d/video/tos/useast2a/tos-useast2a-ve-0068c002/182a26a176b240bb851c62366cd23c44/?a=1988&br=1344&bt=672&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012116050102231222100A50188B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amk4aDc6ZmlnNjMzNzczM0ApO2c1OTpkZTs6NzQ4Zmc5NmdfbjM1cjRfX29gLS1kMTZzc2IvNS0tXmIyXy9hXy5eNWA6Yw%3D%3D&vl=&vr=', 'thebookishbaddie': 'https://v16-webapp.tiktok.com/ffeedb47610930d7e7b43b0e09020acc/61d11930/video/tos/useast2a/tos-useast2a-ve-0068c003/3729dc2eba0d4ffca203d0e196cfd285/?a=1988&br=1138&bt=569&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012116050102231222100A50188B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajc6eWk6ZjhyNjMzNzczM0ApNDM3NTxpPGQ5NzZoOjtmNmcwNGdocjRfb2dgLS1kMTZzczVeL2M1XmBiXy9fNi8vMGM6Yw%3D%3D&vl=&vr='}","['flutebae', 'flutetok', 'blackmusicians', 'musiciansoftiktok', 'blackcreatorsoftiktok', 'musiciantok', 'duet', 'smallblackbusiness', 'flutist', 'blackcreatives', '1stviral', 'dancetok', 'flutistsoftiktok', '4thofjuly', 'july4th', 'flute', 'flutistoftiktok', 'musiccover', 'momsoftiktok', 'foundattarget', 'mommytiktok', 'flutemom', 'babyflutie', 'renaissancechallenge']",['flute'],[]
dompalombimusic,dompalombimusic,"GAME NIGHT IS OUT NOW!!! STREAM IT ON SPOTIFY/APPLE MUSIC, AND MORE!!!",False,39600,1080,996400,428,2022-01-01,"['elgatogaming', 'nickymoon_custom_cymbals', 'os_newyorkcity']","['alesssos', 's_johnson_voiceovers', 'mrhamilton', 'alexengelberg', 'mollymcphaul', 'johnmarknelson', 'jakechapman', 'caseybassy', 'connorterrones', '_miri_music']","['alesssos', 's_johnson_voiceovers', 'mrhamilton', 'elgatogaming', 'nickymoon_custom_cymbals', 'alexengelberg', 'mollymcphaul', 'johnmarknelson', 'jakechapman', 'caseybassy', 'os_newyorkcity', 'connorterrones', '_miri_music']","{'alesssos': 'https://v16-webapp.tiktok.com/4bec29952741d2b2f2d2ba0e99df1f2d/61d1191a/video/tos/useast5/tos-useast5-pve-0068-tx/31c044f3ee2f4e8eaa3882fc28b3b2cf/?a=1988&br=1880&bt=940&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNnZDo6ZjQ8OjMzZzczNEApNGg5Nzc5NTtpNzxkNjMzNmdebjJxcjRfczVgLS1kMS9zc2JfMDYtX2AvMC9fYjVgYTM6Yw%3D%3D&vl=&vr=', 's_johnson_voiceovers': 'https://v16-webapp.tiktok.com/d4cc5228068bc17d9dff236a85001526/61d1190c/video/tos/useast5/tos-useast5-pve-0068-tx/d4328b7ee2fd4fbe8dba5832169c2212/?a=1988&br=2122&bt=1061&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3NlNDM6ZjdxOjMzZzczNEApPDM1ZTc8OTs8NzllaWQ7NmdfLi4ycjRvMTRgLS1kMS9zc2A0NGM2XmNfNjFgMi5jXmA6Yw%3D%3D&vl=&vr=', 'mrhamilton': 'https://v16-webapp.tiktok.com/d4cc5228068bc17d9dff236a85001526/61d1190c/video/tos/useast5/tos-useast5-pve-0068-tx/d4328b7ee2fd4fbe8dba5832169c2212/?a=1988&br=2122&bt=1061&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3NlNDM6ZjdxOjMzZzczNEApPDM1ZTc8OTs8NzllaWQ7NmdfLi4ycjRvMTRgLS1kMS9zc2A0NGM2XmNfNjFgMi5jXmA6Yw%3D%3D&vl=&vr=', 'elgatogaming': 'https://v16-webapp.tiktok.com/27e2076223944f011ac00f2ffce18a8e/61d1193a/video/tos/useast5/tos-useast5-pve-0068-tx/3d1efb492fbc42e7bdf5444ffdc59a86/?a=1988&br=2238&bt=1119&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzx1bDs6ZnY8OjMzZzczNEApNTZmZWdnMzxkN2Y4ZzM1aWcxNTRocjRvMjNgLS1kMS9zc14zNjU0XjIxYjEuYS5fXl86Yw%3D%3D&vl=&vr=', 'nickymoon_custom_cymbals': 'https://v16-webapp.tiktok.com/27e2076223944f011ac00f2ffce18a8e/61d1193a/video/tos/useast5/tos-useast5-pve-0068-tx/3d1efb492fbc42e7bdf5444ffdc59a86/?a=1988&br=2238&bt=1119&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzx1bDs6ZnY8OjMzZzczNEApNTZmZWdnMzxkN2Y4ZzM1aWcxNTRocjRvMjNgLS1kMS9zc14zNjU0XjIxYjEuYS5fXl86Yw%3D%3D&vl=&vr=', 'alexengelberg': 'https://v16-webapp.tiktok.com/7a9dee6cb646a93134c018b5b55e4b80/61d11907/video/tos/useast5/tos-useast5-pve-0068-tx/f29aa628adbd41b194b49cb886efecd3/?a=1988&br=1238&bt=619&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amxmdDc6ZnN5OjMzZzczNEApNTo8ZDo8PDw6NzVkaTdnO2czZjVjcjRfaC9gLS1kMS9zczAtXy8tYi5iYDAtL15eNDM6Yw%3D%3D&vl=&vr=', 'mollymcphaul': 'https://v16-webapp.tiktok.com/44763b02e17f95acd7b641115796aa05/61d1190d/video/tos/useast5/tos-useast5-pve-0068-tx/36064e6bb147468db464ae15d6dbe929/?a=1988&br=1174&bt=587&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2x0ZDs6Zjs8OjMzZzczNEApOjhmZWUzZGU7NzRmNjVoNGc2NHNgcjRnXi5gLS1kMS9zc2MyNWEtY2A2MS0zNV42LS06Yw%3D%3D&vl=&vr=', 'johnmarknelson': 'https://v16-webapp.tiktok.com/46a22b2e58fb9ef7978b3abfad669284/61d1191f/video/tos/useast2a/tos-useast2a-ve-0068c003/614d94565e214017b5e75f2004a35152/?a=1988&br=1876&bt=938&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M29wcDU6ZmQ0OTMzNzczM0ApNmgzOzgzPGU1NzZpaDNkPGcucmBzcjRvMXNgLS1kMTZzczAyMGBfMWNeMWMuNS82X2A6Yw%3D%3D&vl=&vr=', 'jakechapman': 'https://v16-webapp.tiktok.com/58f119042ca86fb2de7f9ebf1acb2841/61d11919/video/tos/useast2a/tos-useast2a-ve-0068c001/0c802186deb64c4f9ee09468479d7274/?a=1988&br=1994&bt=997&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajRqN2U6ZnRkOTMzNzczM0ApaTw1aTs3ZDtoN2c2NzdoOWdeb2g0cjRfNXJgLS1kMTZzc2AtYV40Ml9fNF9jL2AvNDQ6Yw%3D%3D&vl=&vr=', 'caseybassy': 'https://v16-webapp.tiktok.com/58f119042ca86fb2de7f9ebf1acb2841/61d11919/video/tos/useast2a/tos-useast2a-ve-0068c001/0c802186deb64c4f9ee09468479d7274/?a=1988&br=1994&bt=997&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajRqN2U6ZnRkOTMzNzczM0ApaTw1aTs3ZDtoN2c2NzdoOWdeb2g0cjRfNXJgLS1kMTZzc2AtYV40Ml9fNF9jL2AvNDQ6Yw%3D%3D&vl=&vr=', 'os_newyorkcity': 'https://v16-webapp.tiktok.com/8bc3aaeb73335362fefb74f9173a5d78/61d11990/video/tos/useast2a/tos-useast2a-ve-0068c003/8288bc05c4dc424f9481dd69a72353f2/?a=1988&br=3814&bt=1907&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anZyNzQ6ZjRyOTMzNzczM0ApNDpmNGY8O2VpN2lnOWY1N2diYF8xcjRvY29gLS1kMTZzcy00Li41XjQuMWJeNGEvY146Yw%3D%3D&vl=&vr=', 'connorterrones': 'https://v16-webapp.tiktok.com/01825ad6ef2a8a449e1fa9d269ba4673/61d11918/video/tos/useast2a/tos-useast2a-ve-0068c002/6f238180e96a48a99cc9ad073263ca43/?a=1988&br=874&bt=437&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzN4azc6Zjs2OTMzNzczM0ApOmg2ZjU1ZWU8N2g1NTs0OWcvaG9ecjQwYm9gLS1kMTZzczJgYy0wYTJeNi01NjJeLTQ6Yw%3D%3D&vl=&vr=', '_miri_music': 'https://v16-webapp.tiktok.com/2218a266b53e1fe59290271e68479e01/61d11909/video/tos/useast5/tos-useast5-ve-0068c002-tx/55ed333cd0b949a685221602fc22da30/?a=1988&br=1216&bt=608&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220101211615010223120166074EFBFA&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amRpN2Y6ZjpvOTMzZzczNEApODc5OzRlOjw3N2VmNTY4NWc0L3FlcjRfLi5gLS1kMS9zczAyLjEyXmFgLi81XmBhNWE6Yw%3D%3D&vl=&vr='}","['duet', 'avengers', 'marvel', 'drums', 'letsrock', 'smash', 'satisfying', 'wewillrockyou', 'drum', 'streamer', 'drummer', 'twitch', 'musicstreamer', 'rnb', 'ow', 'smooth', 'thanksandgiving', 'makeabunchhappen', 'jams', 'cymbals', 'cymbalmodification', 'sabiancymbals', 'funk', 'donnalee', 'jazz', 'swing', 'jazztrio', 'drumsolo', '12inchbassdrum', 'vgm', 'jamsession', 'donkeykong', 'retrovideogames', 'videogamemusic', 'sharethemagic', 'dothejuju', 'drummix', 'mixing', 'producing', 'newmics', 'earthworks', 'undertale', 'retrogaming', 'dadjokes', 'lofi', 'hiphop', 'dilla', 'beats', 'producers', 'musicians', 'vibes', 'dance', 'groove', 'rhythm', 'drumming', 'drummers', 'drumking', 'dompalombisgamenight', 'newmusic', 'gamenight']",['drums'],"['jazz', 'funk', 'rnb', 'hiphop', 'groove', 'lofi']"
huberjonathan,Jonathan Huber,"Berklee grad harmony nerd, LA. Check out my Insta!",False,6862,494,59900,129,2021-12-30,"['margauxbeylier', 'maxoto_']",[],"['margauxbeylier', 'maxoto_']","{'margauxbeylier': 'https://v16-webapp.tiktok.com/0af041fc056fed347cd55a7f3b3d65d6/61d11923/video/tos/useast2a/tos-useast2a-pve-0068/b4634e999cb145948cae6fc3bb17efde/?a=1988&br=1020&bt=510&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=2&er=&ft=Yu12_F8rkag3-I&l=202201012116310102230791450048CF91&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anl1bzg6ZnFsODMzNzczM0ApNWdkNTk5OzxoNzo5PDNnOmcvaGswcjRnbi1gLS1kMTZzczA1MTZhLi5gNmFiLTFeMGA6Yw%3D%3D&vl=&vr=', 'maxoto_': 'https://v16-webapp.tiktok.com/f7111a75eeb457d3d034ebffc57c7470/61d1191e/video/tos/useast2a/tos-useast2a-pve-0068/a5fa4c1dd16b412f88d5ba0379183370/?a=1988&br=2460&bt=1230&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201012116310102230791450048CF91&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajR3aTw6Znh1NzMzNzczM0ApaTg0OTg1ZmRkNzlmNWg4NmcyL3FtcjRnLWlgLS1kMTZzc2FfLjYwLTJeYGJfM2FfMTY6Yw%3D%3D&vl=&vr='}","['wurlitzer200a', 'itsyouilike', 'yourhonorimsorry', 'kiefer', 'whenthereslovearound', 'tour', 'synth', 'solo', 'stitch', 'transcribe']",['synth'],[]
