user_name,nickname,signature,verified,follower_count,following_count,likes_count,video_count,last_active,mentions,duos,collabs,music_collabs,hashtags,instruments,styles
maulonthemix,Maul On The Mix,"Productor musical
Ingeniero de mezcla y master
A veces intento cantar
¿1000? 🔓",False,738,29,5014,48,2022-01-10,"linkinpark
mshinoda
sayhello_37
glorianapacheco
khaby.lame
subway
raqemusica
mcdonalds",,"linkinpark
mshinoda
sayhello_37
glorianapacheco
khaby.lame
subway
raqemusica
mcdonalds",,"musicproducer, beatmaker, beat, dog, rap, notarapper, singer, costarica, remix, musicmakers, vlog, influencer, lel, humor, costarica🇨🇷, tempochallenge, musiciansoftiktok, noviral, sad, learnfromkhaby, khabylame, humor2022, reggaeton, rock, peorcancion",guitar,"rock, rap, metal, lofi"
